reviewid,title,artist,score,genre,year,url
20547,aria of vernal tombs,obsequiae,8.0,metal,2015,http://pitchfork.com/reviews/albums/20547-aria-of-vernal-tombs/
20907,"woodstock sessions, vol. 4",team sleep,6.0,metal,2015,http://pitchfork.com/reviews/albums/20907-woodstock-sessions-vol-4/
5903,the eye of every storm,neurosis,7.0,metal,2004,http://pitchfork.com/reviews/albums/5903-the-eye-of-every-storm/
3277,steel wound,frost,7.9,metal,2004,http://pitchfork.com/reviews/albums/3277-steel-wound/
21685,slow forever,cobalt,8.4,metal,2016,http://pitchfork.com/reviews/albums/21685-cobalt-slow-forever/
8104,lateralus,tool,1.9000000000000001,metal,2001,http://pitchfork.com/reviews/albums/8104-lateralus/
16147,freermasonry,wold,8.3,metal,2012,http://pitchfork.com/reviews/albums/16147-freermasonry/
20098,revisionist,sannhet,8.1,metal,2015,http://pitchfork.com/reviews/albums/20098-revisionist/
9853,settle down city,young widows,7.8,metal,2007,http://pitchfork.com/reviews/albums/9853-settle-down-city/
10532,oracle ep,sunn o))),7.8,metal,2007,http://pitchfork.com/reviews/albums/10532-oracle-ep/
11038,the alchemist,witchcraft,5.8,metal,2008,http://pitchfork.com/reviews/albums/11038-the-alchemist/
7578,flight of the behemoth,sunn o))),8.5,metal,2002,http://pitchfork.com/reviews/albums/7578-flight-of-the-behemoth/
22142,meshuggah ep,meshuggah,4.0,metal,2016,http://pitchfork.com/reviews/albums/22142-25-years-of-musical-deviance/
9851,in stormy nights,ghost,8.0,metal,2007,http://pitchfork.com/reviews/albums/9851-in-stormy-nights/
20116,apex predator - easy meat,napalm death,7.9,metal,2015,http://pitchfork.com/reviews/albums/20116-apex-predator-easy-meat/
16305,misery wizard,pilgrim,7.2,metal,2012,http://pitchfork.com/reviews/albums/16305-misery-wizard/
11307,hawk medicine,lazarus,7.4,metal,2008,http://pitchfork.com/reviews/albums/11307-hawk-medicine/
18211,spitting fire live vol. 1 & 2,high on fire,5.9,metal,2013,http://pitchfork.com/reviews/albums/18211-high-on-fire-spitting-fire-live-vol-1-2/
17815,meir,kvelertak,7.2,metal,2013,http://pitchfork.com/reviews/albums/17815-kvelertak-meir/
22721,prelapsarian,krallice,7.9,metal,2017,http://pitchfork.com/reviews/albums/22721-prelapsarian/
16299,better to die on your feet than live on your knees,liberteer,7.8,metal,2012,http://pitchfork.com/reviews/albums/16299-better-to-die-on-your-feet-than-live-on-your-knees/
14102,eyes & nines,trash talk,7.8,metal,2010,http://pitchfork.com/reviews/albums/14102-eyes-nines/
11082,the roundhouse tapes,opeth,7.0,metal,2008,http://pitchfork.com/reviews/albums/11082-the-roundhouse-tapes/
20313,the ark work,liturgy,6.4,metal,2015,http://pitchfork.com/reviews/albums/20313-the-ark-work/
21001,repentless,slayer,6.8,metal,2015,http://pitchfork.com/reviews/albums/21001-repentless/
20608,bleeder,mutoid man,7.4,metal,2015,http://pitchfork.com/reviews/albums/20608-bleeder/
6581,the fire in our throats will beckon the thaw,pelican,7.0,metal,2005,http://pitchfork.com/reviews/albums/6581-the-fire-in-our-throats-will-beckon-the-thaw/
14613,live at roadburn 2007,neurosis,6.5,metal,2010,http://pitchfork.com/reviews/albums/14613-live-at-roadburn-2007/
16486,armor on ep,dawn richard,8.2,pop/r&b,2012,http://pitchfork.com/reviews/albums/16486-armor-on-ep/
22000,eldorado,ro james,6.5,pop/r&b,2016,http://pitchfork.com/reviews/albums/22000-eldorado/
20432,hallucinogen ep,kelela,8.3,pop/r&b,2015,http://pitchfork.com/reviews/albums/20432-hallucinogen-ep/
16397,lover motion ep,ben browning,5.6,pop/r&b,2012,http://pitchfork.com/reviews/albums/16397-lover-motion/
10916,the london book of the dead,the real tuesday weld,6.2,pop/r&b,2007,http://pitchfork.com/reviews/albums/10916-the-london-book-of-the-dead/
16758,instinct,niki and the dove,7.9,pop/r&b,2012,http://pitchfork.com/reviews/albums/16758-instinct/
19156,quack,duck sauce,7.5,pop/r&b,2014,http://pitchfork.com/reviews/albums/19156-duck-sauce-quack/
286,music for imaginary films,arling and cameron,7.2,pop/r&b,2000,http://pitchfork.com/reviews/albums/286-music-for-imaginary-films/
12531,live in london and paris,otis redding,8.0,pop/r&b,2009,http://pitchfork.com/reviews/albums/12531-live-in-london-and-paris/
105,a word in your ear,alfie,7.2,pop/r&b,2002,http://pitchfork.com/reviews/albums/105-a-word-in-your-ear/
18204,ceres & calypso in the deep time forever,candy claws,7.6,pop/r&b,2013,http://pitchfork.com/reviews/albums/18204-candy-claws-ceres-calypso-in-the-deep-time-forever/
21906,the colour in anything,james blake,8.2,pop/r&b,2016,http://pitchfork.com/reviews/albums/21906-the-colour-in-anything/
5902,birth of a lover,nice device,7.0,pop/r&b,2004,http://pitchfork.com/reviews/albums/5902-birth-of-a-lover/
19933,sound of a woman,kiesza,5.2,pop/r&b,2014,http://pitchfork.com/reviews/albums/19933-kiesza-sound-of-a-woman/
21568,livin' on a high note,mavis staples,7.4,pop/r&b,2016,http://pitchfork.com/reviews/albums/21568-livin-on-a-high-note/
5613,niceland,mugison,7.0,pop/r&b,2004,http://pitchfork.com/reviews/albums/5613-niceland/
15142,magic trick,tim cohen,7.3,pop/r&b,2011,http://pitchfork.com/reviews/albums/15142-magic-trick-bad-blood-ep/
12301,the way i see it ,raphael saadiq,6.8,pop/r&b,2008,http://pitchfork.com/reviews/albums/12301-the-way-i-see-it/
17734,social experiment 003,art department,7.3,pop/r&b,2013,http://pitchfork.com/reviews/albums/17734-art-department-social-experiment-003/
13118,the loud wars,so many dynamos,5.5,pop/r&b,2009,http://pitchfork.com/reviews/albums/13118-the-loud-wars/
16637,internal logic,grass widow,7.7,pop/r&b,2012,http://pitchfork.com/reviews/albums/16637-internal-logic/
19958,"g stands for go-betweens: volume 1, 1978-1984",the go-betweens,8.2,pop/r&b,2015,http://pitchfork.com/reviews/albums/19958-g-stands-for-go-betweens-volume-1-1978-1984/
22551,running out of love,the radio dept.,7.6,pop/r&b,2016,http://pitchfork.com/reviews/albums/22551-running-out-of-love/
16134,echoes of silence,the weeknd,8.1,pop/r&b,2012,http://pitchfork.com/reviews/albums/16134-echoes-of-silence/
12403,nights out,metronomy,6.6,pop/r&b,2008,http://pitchfork.com/reviews/albums/12403-nights-out/
19781,queen of the clouds,tove lo,7.2,pop/r&b,2014,http://pitchfork.com/reviews/albums/19781-to-love-queen-of-the-clouds/
2683,edison woods,edison woods,3.9,pop/r&b,2002,http://pitchfork.com/reviews/albums/2683-edison-woods/
14851,new love,former ghosts,5.3,pop/r&b,2010,http://pitchfork.com/reviews/albums/14851-new-love/
1471,torino,cinerama,8.0,pop/r&b,2002,http://pitchfork.com/reviews/albums/1471-torino/
12806,capades,obi best,6.4,pop/r&b,2009,http://pitchfork.com/reviews/albums/12806-capades/
9202,new heavy,dub trio,5.9,pop/r&b,2006,http://pitchfork.com/reviews/albums/9202-new-heavy/
21163,making time,jamie woon,7.4,pop/r&b,2015,http://pitchfork.com/reviews/albums/21163-making-time/
12760,black moses,isaac hayes,8.7,pop/r&b,2009,http://pitchfork.com/reviews/albums/12760-black-moses-juicy-fruit-disco-freak/
15575,pleasure,pure x,7.6,pop/r&b,2011,http://pitchfork.com/reviews/albums/15575-pleasure/
17455,tales from beyond the tone arm,frankie knuckles,6.2,pop/r&b,2013,http://pitchfork.com/reviews/albums/17455-beyond-the-tone-arm/
724,music for a stranger world ep,bis,2.2,pop/r&b,2000,http://pitchfork.com/reviews/albums/724-music-for-a-stranger-world-ep/
16727,looking 4 myself,usher,7.6,pop/r&b,2012,http://pitchfork.com/reviews/albums/16727-looking-for-myself/
20656,zhala,zhala,7.1,pop/r&b,2015,http://pitchfork.com/reviews/albums/20656-zhala/
14854,how to live,seeland,5.5,pop/r&b,2010,http://pitchfork.com/reviews/albums/14854-how-to-live/
19050,no mythologies to follow,m,7.1,pop/r&b,2014,http://pitchfork.com/reviews/albums/19050-m-no-mythologies-to-follow/
5676,destroy rock and roll,mylo,8.4,pop/r&b,2006,http://pitchfork.com/reviews/albums/5676-destroy-rock-and-roll/
21468,my wild west,lissie,5.8,pop/r&b,2016,http://pitchfork.com/reviews/albums/21468-my-wild-west/
16585,dr dee,damon albarn,6.7,pop/r&b,2012,http://pitchfork.com/reviews/albums/16585-damon-albarn-dr-dee/
12851,bird-brains,tune-yards,6.8,pop/r&b,2009,http://pitchfork.com/reviews/albums/12851-bird-brains/
10299,version,mark ronson,3.3,pop/r&b,2007,http://pitchfork.com/reviews/albums/10299-version/
12852,histoire de melody nelson,serge gainsbourg,10.0,pop/r&b,2009,http://pitchfork.com/reviews/albums/12852-histoire-de-melody-nelson/
14161,wounded lion,wounded lion,5.8,pop/r&b,2010,http://pitchfork.com/reviews/albums/14161-wounded-lion/
19964,one more ep,elliphant,5.5,pop/r&b,2014,http://pitchfork.com/reviews/albums/19964-elliphant-one-more-ep/
15081,james blake,james blake,9.0,pop/r&b,2011,http://pitchfork.com/reviews/albums/15081-james-blake/
3673,dj-kicks,the glimmers,7.5,pop/r&b,2005,http://pitchfork.com/reviews/albums/3673-dj-kicks/
13696,don't stop,annie,7.2,pop/r&b,2009,http://pitchfork.com/reviews/albums/13696-dont-stop-all-night-ep/
11890,stowaway,pattern is movement,7.0,pop/r&b,2006,http://pitchfork.com/reviews/albums/11890-stowawaycanonic-scott-solter-plays-pattern-is-movement/
1142,tales told,ian broudie,5.9,pop/r&b,2004,http://pitchfork.com/reviews/albums/1142-tales-told/
13158,i love you,amanda blank,2.0,pop/r&b,2009,http://pitchfork.com/reviews/albums/13158-i-love-you/
14889,restless people,restless people,6.3,pop/r&b,2010,http://pitchfork.com/reviews/albums/14889-restless-people/
7789,love angel music baby,gwen stefani,5.1,pop/r&b,2004,http://pitchfork.com/reviews/albums/7789-love-angel-music-baby/
18529,this is icona pop,icona pop,7.5,pop/r&b,2013,http://pitchfork.com/reviews/albums/18529-icona-pop-this-is-icona-pop/
15754,thursday,the weeknd,7.9,pop/r&b,2011,http://pitchfork.com/reviews/albums/15754-thursday/
17022,coexist,the xx,7.5,pop/r&b,2012,http://pitchfork.com/reviews/albums/17022-coexist/
12048,clouded staircase,starling electric,5.4,pop/r&b,2008,http://pitchfork.com/reviews/albums/12048-clouded-staircase/
14155,clay stones,we are the world,4.9,pop/r&b,2010,http://pitchfork.com/reviews/albums/14155-clay-stones/
22416,care,how to dress well,6.8,pop/r&b,2016,http://pitchfork.com/reviews/albums/22416-care/
17695,elliphant ep,elliphant,7.4,pop/r&b,2013,http://pitchfork.com/reviews/albums/17695-elliphant-ep/
19973,clean-cut,juju & jordash,8.0,pop/r&b,2014,http://pitchfork.com/reviews/albums/19973-juju-jordash-clean-cut/
17628,jamie lidell,jamie lidell,5.6,pop/r&b,2013,http://pitchfork.com/reviews/albums/17628-jamie-lidell-jamie-lidell/
7069,el gran baile,seor coconut,8.3,pop/r&b,2006,http://pitchfork.com/reviews/albums/7069-el-gran-baile/
13907,songs about people i know,stricken city,7.5,pop/r&b,2010,http://pitchfork.com/reviews/albums/13907-songs-about-people-i-know/
11158,some people have real problems,sia,4.8,pop/r&b,2008,http://pitchfork.com/reviews/albums/11158-some-people-have-real-problems/
14943,this frontier ep,white sea,6.3,pop/r&b,2011,http://pitchfork.com/reviews/albums/14943-this-frontier-ep/
18197,carolina ep,teen,6.0,pop/r&b,2013,http://pitchfork.com/reviews/albums/18197-teen-carolina-ep/
21688,everybody's heart is broken now,niki and the dove,7.8,pop/r&b,2016,http://pitchfork.com/reviews/albums/21688-everybodys-heart-is-broken-now/
14666,you are not alone,mavis staples,8.2,pop/r&b,2010,http://pitchfork.com/reviews/albums/14666-you-are-not-alone/
11186,little happyness,the aluminum group,7.3,pop/r&b,2008,http://pitchfork.com/reviews/albums/11186-little-happyness/
11453,hard candy,madonna,5.3,pop/r&b,2008,http://pitchfork.com/reviews/albums/11453-hard-candy/
18055,infinity pool,when saints go machine,5.5,pop/r&b,2013,http://pitchfork.com/reviews/albums/18055-when-saints-go-machine-infinity-pool/
2678,volume one,echoboy,8.2,pop/r&b,2000,http://pitchfork.com/reviews/albums/2678-volume-one/
5213,this is motion,melochrome,7.3,pop/r&b,2002,http://pitchfork.com/reviews/albums/5213-this-is-motion/
13590,celebration,madonna,5.7,pop/r&b,2009,http://pitchfork.com/reviews/albums/13590-celebration/
737,medulla,bjrk,8.4,pop/r&b,2004,http://pitchfork.com/reviews/albums/737-medulla/
135,through small windows,alsace lorraine,5.7,pop/r&b,2002,http://pitchfork.com/reviews/albums/135-through-small-windows/
13888,paper dolls,the brunettes,5.3,pop/r&b,2010,http://pitchfork.com/reviews/albums/13888-paper-dolls/
19278,z,sza,5.9,pop/r&b,2014,http://pitchfork.com/reviews/albums/19278-sza-z/
13457,expressions,music go music,7.2,pop/r&b,2009,http://pitchfork.com/reviews/albums/13457-expressions/
12206,exit,shugo tokumaru,8.0,pop/r&b,2008,http://pitchfork.com/reviews/albums/12206-exit/
22633,young narrator in the breakers,pavo pavo,7.2,pop/r&b,2016,http://pitchfork.com/reviews/albums/22633-pavo-pavo-young-narrator-in-the-breakers/
15584,sagara,diskjokke,6.4,pop/r&b,2011,http://pitchfork.com/reviews/albums/15584-sagara/
20999,beauty behind the madness,the weeknd,7.2,pop/r&b,2015,http://pitchfork.com/reviews/albums/20999-beauty-behind-the-madness/
7747,git,skeletons and the girl-faced boys,7.0,pop/r&b,2005,http://pitchfork.com/reviews/albums/7747-git/
5603,snow gas bones,meow meow,7.1,pop/r&b,2004,http://pitchfork.com/reviews/albums/5603-snow-gas-bones/
19683,ontario gothic,foxes in fiction,6.3,pop/r&b,2014,http://pitchfork.com/reviews/albums/19683-foxes-in-fiction-ontario-gothic/
21012,la vie est belle / life is beautiful,petite noir,7.7,pop/r&b,2015,http://pitchfork.com/reviews/albums/21012-petite-noir-la-vie-est-belle-life-is-beautiful/
12922,jewellery,micachu and the shapes,7.9,pop/r&b,2009,http://pitchfork.com/reviews/albums/12922-jewellery/
19600,jungle,jungle,6.2,pop/r&b,2014,http://pitchfork.com/reviews/albums/19600-jungle-jungle/
5093,sadisfaction,mantler,6.7,pop/r&b,2003,http://pitchfork.com/reviews/albums/5093-sadisfaction/
10526,going places,montag,6.8,pop/r&b,2007,http://pitchfork.com/reviews/albums/10526-going-places/
22545,mad love.,jojo,7.0,pop/r&b,2016,http://pitchfork.com/reviews/albums/22545-mad-love/
10582,city morning song,sarah shannon,7.2,pop/r&b,2007,http://pitchfork.com/reviews/albums/10582-city-morning-song/
13895,"fixin' the charts, vol. 1",everybody was in the french resistance...now!,3.8,pop/r&b,2010,http://pitchfork.com/reviews/albums/13895-fixin-the-charts-vol-1/
14497,gold on gold,clubfeet,7.7,pop/r&b,2010,http://pitchfork.com/reviews/albums/14497-gold-on-gold/
13497,bright penny,plush,5.5,pop/r&b,2009,http://pitchfork.com/reviews/albums/13497-bright-penny/
10580,an unknown spring,louis philippe,6.9,pop/r&b,2007,http://pitchfork.com/reviews/albums/10580-an-unknown-spring/
12186,courtcase 2000,cats in paris,6.1,pop/r&b,2008,http://pitchfork.com/reviews/albums/12186-courtcase-2000/
11527,wild animals,the pinker tones,5.7,pop/r&b,2008,http://pitchfork.com/reviews/albums/11527-wild-animals/
16671,2:54,2:54,6.0,pop/r&b,2012,http://pitchfork.com/reviews/albums/16671-254/
21072,inevitable,natasha kmeto,7.8,pop/r&b,2015,http://pitchfork.com/reviews/albums/21072-inevitable/
22471,three,phantogram,5.8,pop/r&b,2016,http://pitchfork.com/reviews/albums/22471-three/
17467,ten,girls aloud,7.0,pop/r&b,2012,http://pitchfork.com/reviews/albums/17467-ten/
14214,splash,jeremy jay,6.3,pop/r&b,2010,http://pitchfork.com/reviews/albums/14214-splash/
13265,ye gods (and little fishes),martin carr,7.1,pop/r&b,2009,http://pitchfork.com/reviews/albums/13265-ye-gods-and-little-fishes/
19590,lp1,fka twigs,8.8,pop/r&b,2014,http://pitchfork.com/reviews/albums/19590-twigs-lp1/
15225,crack my bones,the shoes,7.1,pop/r&b,2011,http://pitchfork.com/reviews/albums/15225-crack-my-bones/
3253,eternal youth,future bible heroes,5.5,pop/r&b,2002,http://pitchfork.com/reviews/albums/3253-eternal-youth/
15847,the stepkids,the stepkids,6.5,pop/r&b,2011,http://pitchfork.com/reviews/albums/15847-the-stepkids/
11414,youth  novels,lykke li,7.8,pop/r&b,2008,http://pitchfork.com/reviews/albums/11414-youth-novels/
11234,i need you to hold on while the sky is falling,kelley polar,8.4,pop/r&b,2008,http://pitchfork.com/reviews/albums/11234-i-need-you-to-hold-on-while-the-sky-is-falling/
6164,cocadisco,the parallax corporation,7.3,pop/r&b,2003,http://pitchfork.com/reviews/albums/6164-cocadisco/
9566,olesi: fragments of an earth,georgia anne muldrow,6.3,pop/r&b,2006,http://pitchfork.com/reviews/albums/9566-olesi-fragments-of-an-earth/
21548,off the wall,michael jackson,10.0,pop/r&b,2016,http://pitchfork.com/reviews/albums/21548-off-the-wall/
16165,escort,escort,7.7,pop/r&b,2012,http://pitchfork.com/reviews/albums/16165-escort/
15676,just once ep,how to dress well,7.8,pop/r&b,2011,http://pitchfork.com/reviews/albums/15676-just-once-ep/
13376,the phenomenal handclap band,the phenomenal handclap band,6.2,pop/r&b,2009,http://pitchfork.com/reviews/albums/13376-the-phenomenal-handclap-band/
727,vespertine,bjrk,7.2,pop/r&b,2001,http://pitchfork.com/reviews/albums/727-vespertine/
9244,we are the pipettes,the pipettes,8.4,pop/r&b,2006,http://pitchfork.com/reviews/albums/9244-we-are-the-pipettes/
19287,arcadia,ramona lisa,6.8,pop/r&b,2014,http://pitchfork.com/reviews/albums/19287-ramona-lisa-arcadia/
14152,the outsiders are back,kings go forth,7.8,pop/r&b,2010,http://pitchfork.com/reviews/albums/14152-the-outsiders-are-back/
1719,secret weapon revealed at last,country teasers,3.1,pop/r&b,2003,http://pitchfork.com/reviews/albums/1719-secret-weapon-revealed-at-last/
16145,purple naked ladies,the internet,6.0,pop/r&b,2012,http://pitchfork.com/reviews/albums/16145-purple-naked-ladies/
19635,the golden echo,kimbra,4.3,pop/r&b,2014,http://pitchfork.com/reviews/albums/19635-kimbra-the-golden-echo/
11163,thriller: 25th anniversary edition,michael jackson,7.2,pop/r&b,2008,http://pitchfork.com/reviews/albums/11163-thriller-25th-anniversary-edition/
9407,5:55,charlotte gainsbourg,5.8,pop/r&b,2006,http://pitchfork.com/reviews/albums/9407-555/
19395,in conflict,owen pallett,8.0,pop/r&b,2014,http://pitchfork.com/reviews/albums/19395-owen-pallett-in-conflict/
19916,songs,deptford goth,6.8,pop/r&b,2014,http://pitchfork.com/reviews/albums/19916-deptford-goth-songs/
6525,a lil' light,dudley perkins,4.1,pop/r&b,2003,http://pitchfork.com/reviews/albums/6525-a-lil-light/
10184,monstrance,andy partridge,7.5,pop/r&b,2007,http://pitchfork.com/reviews/albums/10184-monstrance/
21891,x-communicate,kristin kontrol,7.5,pop/r&b,2016,http://pitchfork.com/reviews/albums/21891-x-communicate/
18657,allegoria,sapphire slows,7.0,pop/r&b,2013,http://pitchfork.com/reviews/albums/18657-sapphire-slows-allegoria/
20916,free tc,ty dolla $ign,7.7,rap,2015,http://pitchfork.com/reviews/albums/20916-free-tc/
16956,melodica,blackalicious,7.5,rap,2012,http://pitchfork.com/reviews/albums/16956-melodica/
17001,raw money raps,jeremiah jae,6.8,rap,2012,http://pitchfork.com/reviews/albums/17001-raw-money-raps/
20058,the pinkprint,nicki minaj,7.5,rap,2014,http://pitchfork.com/reviews/albums/20058-the-pinkprint/
20762,lucky 7,statik selektah,5.0,rap,2015,http://pitchfork.com/reviews/albums/20762-lucky-7/
18302,vivid green,nobody,6.6,rap,2013,http://pitchfork.com/reviews/albums/18302-dj-nobody-vivid-green/
12686,the spirit of apollo,n.a.s.a.,1.6,rap,2009,http://pitchfork.com/reviews/albums/12686-the-spirit-of-apollo/
3970,full circle,hieroglyphics,7.2,rap,2003,http://pitchfork.com/reviews/albums/3970-full-circle/
20955,free (based freestyles mixtape),"lil b, chance the rapper",7.7,rap,2015,http://pitchfork.com/reviews/albums/20955-free-based-freestyles-mixtape/
14367,thank me later,drake,8.4,rap,2010,http://pitchfork.com/reviews/albums/14367-thank-me-later/
8531,look mom... no hands,vast aire,6.3,rap,2004,http://pitchfork.com/reviews/albums/8531-look-mom-no-hands/
10928,free at last,freeway,7.7,rap,2007,http://pitchfork.com/reviews/albums/10928-free-at-last/
19690,mabel ep,lil silva,5.1,rap,2014,http://pitchfork.com/reviews/albums/19690-lil-silva-mabel-ep/
12491,tv loves you back,restiform bodies,7.1,rap,2008,http://pitchfork.com/reviews/albums/12491-tv-loves-you-back/
7711,smashy trashy,s.a. smash,4.2,rap,2003,http://pitchfork.com/reviews/albums/7711-smashy-trashy/
20621,casino life 2: brown bag legend,french montana,6.4,rap,2015,http://pitchfork.com/reviews/albums/20621-casino-life-2-brown-bag-legend/
3320,fingathing and the big red nebula band,fingathing,7.8,rap,2004,http://pitchfork.com/reviews/albums/3320-fingathing-and-the-big-red-nebula-band/
4624,negrophilia,mike ladd,7.2,rap,2005,http://pitchfork.com/reviews/albums/4624-negrophilia/
215,we ain't fessin' (double quotes) ep,"anticon, jel",8.2,rap,2002,http://pitchfork.com/reviews/albums/215-we-aint-fessin-double-quotes-ep/
20722,twelve reasons to die ii,ghostface killah & adrian younge,7.2,rap,2015,http://pitchfork.com/reviews/albums/20722-twelve-reasons-to-die-ii/
4550,the beautiful struggle,talib kweli,7.6,rap,2004,http://pitchfork.com/reviews/albums/4550-the-beautiful-struggle/
21239,time & materials,cavanaugh,7.2,rap,2015,http://pitchfork.com/reviews/albums/21239-time-materials/
21154,yellow tape activities,mozzy,7.5,rap,2015,http://pitchfork.com/reviews/albums/21154-yellow-tape-activities/
6482,politics of the business,prince paul,5.1,rap,2003,http://pitchfork.com/reviews/albums/6482-politics-of-the-business/
12413,the renaissance,q-tip,8.4,rap,2008,http://pitchfork.com/reviews/albums/12413-the-renaissance/
5831,the future is now,non phixion,4.6,rap,2002,http://pitchfork.com/reviews/albums/5831-the-future-is-now/
22366,feature magnetic,kool keith,7.5,rap,2016,http://pitchfork.com/reviews/albums/22366-feature-magnetic/
9620,doctor's advocate,the game,8.1,rap,2006,http://pitchfork.com/reviews/albums/9620-doctors-advocate/
9098,the occult hymn ep,danger doom,4.6,rap,2006,http://pitchfork.com/reviews/albums/9098-the-occult-hymn-ep/
15987,black and brown,"black milk, danny brown",6.5,rap,2011,http://pitchfork.com/reviews/albums/15987-black-and-brown/
4585,joyful rebellion,k-os,7.4,rap,2004,http://pitchfork.com/reviews/albums/4585-joyful-rebellion/
2540,the grey album,danger mouse,7.7,rap,2004,http://pitchfork.com/reviews/albums/2540-the-grey-album/
10936,thisisme then: the best of common,common,8.0,rap,2007,http://pitchfork.com/reviews/albums/10936-thisisme-then-the-best-of-common/
7811,godfather of hip-hop,spoonie gee,7.2,rap,2005,http://pitchfork.com/reviews/albums/7811-godfather-of-hip-hop/
18561,dedication 5,lil wayne,5.1,rap,2013,http://pitchfork.com/reviews/albums/18561-lil-wayne-dedication-5/
389,slanguage,"awol one, daddy kev",5.5,rap,2003,http://pitchfork.com/reviews/albums/389-slanguage/
9784,atlantis: hymns for disco,k-os,6.5,rap,2007,http://pitchfork.com/reviews/albums/9784-atlantis-hymns-for-disco/
16195,praktica,young l,7.1,rap,2012,http://pitchfork.com/reviews/albums/16195-praktica/
9700,she's mature,plastic little,7.4,rap,2007,http://pitchfork.com/reviews/albums/9700-shes-mature/
19431,clppng,clipping.,5.6,rap,2014,http://pitchfork.com/reviews/albums/19431-clipping-clppng/
7976,x2,tes,8.2,rap,2003,http://pitchfork.com/reviews/albums/7976-x2/
17146,power and passion,mr. muthafuckin exquire,5.4,rap,2012,http://pitchfork.com/reviews/albums/17146-power-and-passion/
22599,cozy tapes vol. 1: friends-,a$ap mob,7.1,rap,2016,http://pitchfork.com/reviews/albums/22599-cozy-tapes-vol-1-friends-/
12917,the last kiss,jadakiss,5.2,rap,2009,http://pitchfork.com/reviews/albums/12917-the-last-kiss/
10309,maths + english,dizzee rascal,8.4,rap,2007,http://pitchfork.com/reviews/albums/10309-maths-english/
10965,the big doe rehab,ghostface killah,8.0,rap,2007,http://pitchfork.com/reviews/albums/10965-the-big-doe-rehab/
17119,numbers,mellowhype,6.7,rap,2012,http://pitchfork.com/reviews/albums/17119-numbers/
20719,summertime '06,vince staples,8.8,rap,2015,http://pitchfork.com/reviews/albums/20719-summertime-06/
20109,money train,mike jones,6.8,rap,2015,http://pitchfork.com/reviews/albums/20109-money-train/
9148,dedication 2,"lil wayne, dj drama",8.1,rap,2006,http://pitchfork.com/reviews/albums/9148-dedication-2/
5256,the downfall of ibliys: a ghetto opera,mf grimm,8.3,rap,2003,http://pitchfork.com/reviews/albums/5256-the-downfall-of-ibliys-a-ghetto-opera/
16512,the money store,death grips,8.7,rap,2012,http://pitchfork.com/reviews/albums/16512-death-grips-the-money-store/
21796,interview 2016,death grips,7.0,rap,2016,http://pitchfork.com/reviews/albums/21796-interview-2016/
2207,aoi:bionix,de la soul,7.8,rap,2002,http://pitchfork.com/reviews/albums/2207-aoibionix/
14621,the last call,playboy tre,7.8,rap,2010,http://pitchfork.com/reviews/albums/14621-the-last-call/
21825,the stone junction,audio push,7.1,rap,2016,http://pitchfork.com/reviews/albums/21825-the-stone-junction/
19097,mastermind,rick ross,5.8,rap,2014,http://pitchfork.com/reviews/albums/19097-rick-ross-mastermind/
21209,"and after that, we didnt talk",goldlink,7.3,rap,2015,http://pitchfork.com/reviews/albums/21209-and-after-that-we-didnt-talk/
18353,80 blocks from tiffany's pt. ii,"pete rock, camp lo",6.8,rap,2013,http://pitchfork.com/reviews/albums/18353-pete-rock-camp-lo-80-blocks-from-tiffanys-pt-ii/
211,arrhythmia,anti-pop consortium,7.7,rap,2002,http://pitchfork.com/reviews/albums/211-arrhythmia/
16425,blue chips,"action bronson, party supplies",8.1,rap,2012,http://pitchfork.com/reviews/albums/16425-action-bronson-blue-chips/
15977,dreamchasers,meek mill,7.4,rap,2011,http://pitchfork.com/reviews/albums/15977-dreamchasers/
17214,we don't even live here,p.o.s.,5.7,rap,2012,http://pitchfork.com/reviews/albums/17214-we-dont-even-live-here/
21025,black dollar,rick ross,7.1,rap,2015,http://pitchfork.com/reviews/albums/21025-black-dollar/
20846,man plans god laughs,public enemy,6.2,rap,2015,http://pitchfork.com/reviews/albums/20846-man-plans-god-laughs/
2759,the cookbook,missy elliott,6.8,rap,2005,http://pitchfork.com/reviews/albums/2759-the-cookbook/
3538,attack of the attacking things,jean grae,6.9,rap,2002,http://pitchfork.com/reviews/albums/3538-attack-of-the-attacking-things/
21457,the new toronto,tory lanez,3.9,rap,2016,http://pitchfork.com/reviews/albums/21457-the-new-toronto-chixtape-3/
15291,illusions of grandeur,lil b,6.0,rap,2011,http://pitchfork.com/reviews/albums/15291-illusions-of-grandeur/
13016,are you in?,de la soul,6.4,rap,2009,http://pitchfork.com/reviews/albums/13016-are-you-in/
17253,"good kid, m.a.a.d city",kendrick lamar,9.5,rap,2012,http://pitchfork.com/reviews/albums/17253-good-kid-maad-city/
7749,an evening with the sound providers,sound providers,7.0,rap,2004,http://pitchfork.com/reviews/albums/7749-an-evening-with-the-sound-providers/
22484,cold summer,dj mustard,6.9,rap,2016,http://pitchfork.com/reviews/albums/22484-cold-summer/
2771,the eminem show,eminem,9.1,rap,2002,http://pitchfork.com/reviews/albums/2771-the-eminem-show/
19230,sincerely yours,iamsu!,6.0,rap,2014,http://pitchfork.com/reviews/albums/19230-iamsu-sincerely-yours/
21153,ballin like im kobe,g herbo,7.2,rap,2015,http://pitchfork.com/reviews/albums/21153-ballin-like-im-kobe/
